Fungal_Genus,Bacterial_Genus,Group,Spearman_Rho,P_value,Mean_Fungal_Abundance,Mean_Bacterial_Abundance
g__Cutaneotrichosporon,g__Ligilactobacillus,Basal Diet_Day21,0.136386181,0.747429395,0.021077243,0.041059225
g__Tetrapisispora,g__Limosilactobacillus,Basal Diet_Day21,0.136386181,0.747429395,0.007862343,0.025252998
g__Zymoseptoria,g__Subdoligranulum,Essential oils_Day21,-0.136386181,0.747429395,0.021362486,0.050284017
g__Zymoseptoria,g__Flavonifractor,Essential oils_Day21,-0.136386181,0.747429395,0.021362486,0.018628755
g__Malassezia,g__Escherichia,Probiotic_Day1,0.148249863,0.751079753,0.078791235,0.816333406
g__Aspergillus,g__Ligilactobacillus,BMD_Day1,0.142857143,0.75203373,0.197800175,0.004161424
g__Fusarium,g__Blautia,Essential oils_Day1,-0.142857143,0.75203373,0.194187688,0.002940738
g__Aspergillus,g__Blautia,Essential oils_Day1,-0.142857143,0.75203373,0.146013389,0.002940738
g__Malassezia,g__Faecalibacterium,Essential oils_Day1,-0.142857143,0.75203373,0.059860807,0.01427081
g__Aspergillus,g__Blautia,BMD_Day10,0.142857143,0.75203373,0.126074891,0.011619924
g__Candida,g__Subdoligranulum,Essential oils_Day10,-0.142857143,0.75203373,0.081265684,0.019769881
g__Fusarium,g__Enterococcus,Essential oils_Day10,0.142857143,0.75203373,0.121044235,0.271247388
g__Fusarium,g__Subdoligranulum,Essential oils_Day10,0.142857143,0.75203373,0.121044235,0.019769881
g__Fusarium,g__Massilistercora,Essential oils_Day10,-0.142857143,0.75203373,0.121044235,0.016541913
g__Aspergillus,g__Subdoligranulum,Essential oils_Day10,-0.142857143,0.75203373,0.142456828,0.019769881
g__Talaromyces,g__Lactobacillus,Essential oils_Day10,0.142857143,0.75203373,0.080206114,0.219766689
g__Colletotrichum,g__Lactobacillus,Essential oils_Day10,0.142857143,0.75203373,0.054673159,0.219766689
g__Colletotrichum,g__Clostridium,Essential oils_Day10,0.142857143,0.75203373,0.054673159,0.029358511
g__Zymoseptoria,g__Subdoligranulum,Essential oils_Day10,-0.142857143,0.75203373,0.024340128,0.019769881
g__Tetrapisispora,g__Bifidobacterium,Essential oils_Day10,0.142857143,0.75203373,0.027668009,0.023235908
g__Candida,g__Flavonifractor,Probiotic_Day10,-0.142857143,0.75203373,0.110786728,0.013307708
g__Colletotrichum,g__Ligilactobacillus,Probiotic_Day10,-0.142857143,0.75203373,0.060134811,0.023408668
g__Aspergillus,g__Flavonifractor,BMD_Day21,-0.142857143,0.75203373,0.044779188,0.019505229
g__Malassezia,g__Faecalibacterium,BMD_Day21,0.142857143,0.75203373,0.163369634,0.141782984
g__Malassezia,g__Ligilactobacillus,BMD_Day21,0.142857143,0.75203373,0.163369634,0.040594284
g__Fusarium,g__Shigella,Essential oils_Day21,0.142857143,0.75203373,0.118734452,0.001109635
g__Pyricularia,g__Escherichia,Essential oils_Day21,0.142857143,0.75203373,0.096872416,0.041657308
g__Pyricularia,g__Lachnoclostridium,Essential oils_Day21,0.142857143,0.75203373,0.096872416,0.044370246
g__Malassezia,g__Limosilactobacillus,Probiotic_Day21,0.142857143,0.75203373,0.094285112,0.024243884
g__Colletotrichum,g__Enterococcus,Probiotic_Day21,0.142857143,0.75203373,0.04875637,0.036910149
g__Colletotrichum,g__Lachnoclostridium,Probiotic_Day21,0.142857143,0.75203373,0.04875637,0.036599797
g__Trichoderma,g__Blautia,BMD_Day10,-0.13253974,0.75438302,0.048246467,0.011619924
g__Candida,g__Lachnoclostridium,BMD_Day1,-0.131738889,0.755832636,0.292377796,0.005626171
g__Candida,g__Massilistercora,BMD_Day1,-0.131738889,0.755832636,0.292377796,0.003995301
g__Malassezia,g__Escherichia,BMD_Day1,-0.131738889,0.755832636,0.073421688,0.740430565
g__Candida,g__Subdoligranulum,Essential oils_Day1,0.131738889,0.755832636,0.405032299,0.004148101
g__Candida,g__Shigella,Essential oils_Day1,0.131738889,0.755832636,0.405032299,0.024208284
g__Cutaneotrichosporon,g__Streptococcus,Essential oils_Day10,-0.131738889,0.755832636,0.06025158,0.011863543
g__Zymoseptoria,g__Faecalibacterium,Probiotic_Day10,0.131738889,0.755832636,0.037737105,0.020359617
g__Saccharomyces,g__Streptococcus,Probiotic_Day10,-0.131738889,0.755832636,0.011953729,0.012357095
g__Cutaneotrichosporon,g__Subdoligranulum,BMD_Day21,0.131738889,0.755832636,0.012709718,0.039748354
g__Talaromyces,g__Faecalibacterium,Probiotic_Day21,-0.131738889,0.755832636,0.085226407,0.109035206
g__Aspergillus,g__Escherichia,Basal Diet_Day21,-0.131738889,0.755832636,0.137428766,0.09477239
g__Colletotrichum,g__Massilistercora,Basal Diet_Day10,0.118661113,0.761084067,0.02589076,0.012800621
g__Tetrapisispora,g__Shigella,Basal Diet_Day10,0.118661113,0.761084067,0.03687436,0.001375658
g__Cutaneotrichosporon,g__Ligilactobacillus,Basal Diet_Day10,-0.118661113,0.761084067,0.040291389,0.024657652
g__Tetrapisispora,g__Clostridium,Basal Diet_Day10,-0.118661113,0.761084067,0.03687436,0.016145402
g__Talaromyces,g__Bifidobacterium,BMD_Day1,0.126836572,0.764719724,0.015413961,0.006137143
g__Talaromyces,g__Blautia,BMD_Day1,0.126836572,0.764719724,0.015413961,0.005311716
g__Talaromyces,g__Subdoligranulum,BMD_Day1,0.126836572,0.764719724,0.015413961,0.006441469
g__Talaromyces,g__Lachnoclostridium,BMD_Day1,0.126836572,0.764719724,0.015413961,0.005626171
g__Talaromyces,g__Massilistercora,BMD_Day1,0.126836572,0.764719724,0.015413961,0.003995301
g__Candida,g__Bifidobacterium,BMD_Day21,0.126836572,0.764719724,0.005560111,0.017263931
g__Ascochyta,g__Enterococcus,BMD_Day21,0.126836572,0.764719724,0.027423751,0.024425987
g__Candida,g__Blautia,Essential oils_Day21,0.126836572,0.764719724,0.008178216,0.047604416
g__Colletotrichum,g__Blautia,Essential oils_Day21,-0.126836572,0.764719724,0.035162325,0.047604416
g__Cutaneotrichosporon,g__Blautia,Essential oils_Day21,0.126836572,0.764719724,0.011898533,0.047604416
g__Saccharomyces,g__Lactobacillus,Essential oils_Day21,0.126836572,0.764719724,0.034121991,0.167748054
g__Saccharomyces,g__Shigella,Probiotic_Day21,-0.126836572,0.764719724,0.024558965,0.001477128
g__Zymoseptoria,g__Limosilactobacillus,Basal Diet_Day1,0.114108866,0.77004693,0.004652605,0.003805365
g__Zymoseptoria,g__Clostridium,Basal Diet_Day1,0.114108866,0.77004693,0.004652605,0.002321592
g__Saccharomyces,g__Shigella,Basal Diet_Day1,0.114108866,0.77004693,0.058065738,0.024705299
g__Talaromyces,g__Ligilactobacillus,Essential oils_Day1,0.121987509,0.773532403,0.014405602,0.003339332
g__Candida,g__Escherichia,BMD_Day10,-0.121987509,0.773532403,0.036677394,0.088383575
g__Candida,g__Faecalibacterium,BMD_Day10,-0.121987509,0.773532403,0.036677394,0.014226805
g__Candida,g__Lachnoclostridium,BMD_Day10,-0.121987509,0.773532403,0.036677394,0.009312652
g__Candida,g__Shigella,BMD_Day10,-0.121987509,0.773532403,0.036677394,0.002878161
g__Talaromyces,g__Subdoligranulum,Essential oils_Day21,-0.121987509,0.773532403,0.063458297,0.050284017
g__Talaromyces,g__Clostridium,Essential oils_Day21,-0.121987509,0.773532403,0.063458297,0.025490275
g__Cutaneotrichosporon,g__Subdoligranulum,Probiotic_Day21,-0.121987509,0.773532403,0.013133416,0.042284567
g__Talaromyces,g__Massilistercora,Basal Diet_Day21,0.121987509,0.773532403,0.0897301,0.019725862
g__Zymoseptoria,g__Streptococcus,Basal Diet_Day21,-0.121987509,0.773532403,0.039425984,0.003302681
g__Pyricularia,g__Escherichia,Probiotic_Day1,0.133630621,0.775161696,0.005321068,0.816333406
g__Pyricularia,g__Streptococcus,Probiotic_Day1,-0.133630621,0.775161696,0.005321068,0.027466593
g__Trichoderma,g__Escherichia,Probiotic_Day1,0.133630621,0.775161696,0.005321068,0.816333406
g__Trichoderma,g__Streptococcus,Probiotic_Day1,-0.133630621,0.775161696,0.005321068,0.027466593
g__Malassezia,g__Escherichia,Basal Diet_Day1,-0.116666667,0.775628307,0.101167215,0.731920299
g__Malassezia,g__Lachnoclostridium,Basal Diet_Day1,0.116666667,0.775628307,0.101167215,0.002025467
g__Malassezia,g__Clostridium,Basal Diet_Day10,-0.116666667,0.775628307,0.09668637,0.016145402
g__Eremothecium,g__Escherichia,Basal Diet_Day10,0.116666667,0.775628307,0.037330397,0.062434433
g__Fusarium,g__Lachnoclostridium,BMD_Day1,0.119762626,0.777583044,0.221947267,0.005626171
g__Fusarium,g__Massilistercora,BMD_Day1,0.119762626,0.777583044,0.221947267,0.003995301
g__Candida,g__Escherichia,Essential oils_Day1,0.119762626,0.777583044,0.405032299,0.653498957
g__Cutaneotrichosporon,g__Faecalibacterium,BMD_Day21,-0.119762626,0.777583044,0.012709718,0.141782984
g__Candida,g__Enterococcus,Probiotic_Day1,-0.142857143,0.782539683,0.34654204,0.038801408
g__Fusarium,g__Bifidobacterium,Probiotic_Day1,-0.142857143,0.782539683,0.210980654,0.000138345
g__Fusarium,g__Ligilactobacillus,Probiotic_Day1,0.142857143,0.782539683,0.210980654,0.000271855
g__Aspergillus,g__Subdoligranulum,Probiotic_Day1,-0.142857143,0.782539683,0.102759111,0.000150556
g__Aspergillus,g__Ligilactobacillus,Probiotic_Day1,-0.142857143,0.782539683,0.102759111,0.000271855
g__Aspergillus,g__Lachnoclostridium,Probiotic_Day1,-0.142857143,0.782539683,0.102759111,0.000117336
g__Aspergillus,g__Massilistercora,Probiotic_Day1,-0.142857143,0.782539683,0.102759111,6.59691997064414e-05
g__Aspergillus,g__Flavonifractor,Probiotic_Day1,-0.142857143,0.782539683,0.102759111,7.01791500510631e-05
g__Colletotrichum,g__Limosilactobacillus,BMD_Day1,-0.114152915,0.787815408,0.016944665,0.002234855
g__Ustilago,g__Blautia,BMD_Day10,0.114152915,0.787815408,0.022956064,0.011619924
g__Ascochyta,g__Lachnoclostridium,BMD_Day21,0.114152915,0.787815408,0.027423751,0.040034722
g__Candida,g__Lachnoclostridium,Essential oils_Day21,-0.114152915,0.787815408,0.008178216,0.044370246
g__Cutaneotrichosporon,g__Lachnoclostridium,Essential oils_Day21,-0.114152915,0.787815408,0.011898533,0.044370246
g__Aspergillus,g__Blautia,BMD_Day1,0.119047619,0.793005952,0.197800175,0.005311716
g__Aspergillus,g__Shigella,Essential oils_Day1,-0.119047619,0.793005952,0.146013389,0.024208284
g__Malassezia,g__Shigella,Essential oils_Day1,-0.119047619,0.793005952,0.059860807,0.024208284
g__Fusarium,g__Shigella,BMD_Day10,0.119047619,0.793005952,0.140041055,0.002878161
g__Pyricularia,g__Subdoligranulum,BMD_Day10,-0.119047619,0.793005952,0.054398399,0.010534177
g__Pyricularia,g__Massilistercora,BMD_Day10,0.119047619,0.793005952,0.054398399,0.005937909
g__Fusarium,g__Blautia,Essential oils_Day10,-0.119047619,0.793005952,0.121044235,0.030232111
g__Fusarium,g__Clostridium,Essential oils_Day10,-0.119047619,0.793005952,0.121044235,0.029358511
g__Fusarium,g__Flavonifractor,Essential oils_Day10,-0.119047619,0.793005952,0.121044235,0.014240793
g__Talaromyces,g__Limosilactobacillus,Essential oils_Day10,0.119047619,0.793005952,0.080206114,0.057306863
g__Tetrapisispora,g__Flavonifractor,Essential oils_Day10,-0.119047619,0.793005952,0.027668009,0.014240793
g__Ustilago,g__Lactobacillus,Essential oils_Day10,-0.119047619,0.793005952,0.036762777,0.219766689
g__Trichoderma,g__Escherichia,Probiotic_Day10,-0.119047619,0.793005952,0.03127053,0.042087477
g__Trichoderma,g__Bifidobacterium,Probiotic_Day10,0.119047619,0.793005952,0.03127053,0.011321741
g__Trichoderma,g__Blautia,Probiotic_Day10,0.119047619,0.793005952,0.03127053,0.027692116
g__Trichoderma,g__Massilistercora,Probiotic_Day10,0.119047619,0.793005952,0.03127053,0.013948416
g__Trichoderma,g__Shigella,Probiotic_Day10,-0.119047619,0.793005952,0.03127053,0.000833675
g__Trichoderma,g__Flavonifractor,Probiotic_Day10,-0.119047619,0.793005952,0.03127053,0.013307708
g__Cutaneotrichosporon,g__Blautia,Probiotic_Day10,0.119047619,0.793005952,0.053114357,0.027692116
g__Cutaneotrichosporon,g__Massilistercora,Probiotic_Day10,0.119047619,0.793005952,0.053114357,0.013948416
g__Tetrapisispora,g__Lachnoclostridium,Probiotic_Day10,-0.119047619,0.793005952,0.036292656,0.023177368
g__Fusarium,g__Faecalibacterium,BMD_Day21,0.119047619,0.793005952,0.15184477,0.141782984
g__Colletotrichum,g__Blautia,BMD_Day21,0.119047619,0.793005952,0.044800743,0.032763245
g__Aspergillus,g__Faecalibacterium,Essential oils_Day21,0.119047619,0.793005952,0.148266071,0.128729913
g__Pyricularia,g__Ligilactobacillus,Essential oils_Day21,0.119047619,0.793005952,0.096872416,0.039494027
g__Aspergillus,g__Enterococcus,Probiotic_Day21,0.119047619,0.793005952,0.069817459,0.036910149
g__Zymoseptoria,g__Clostridium,Probiotic_Day21,0.119047619,0.793005952,0.040424968,0.02084754
g__Pyricularia,g__Blautia,Basal Diet_Day21,0.119047619,0.793005952,0.06524333,0.030077644
g__Tetrapisispora,g__Subdoligranulum,BMD_Day21,0.110481439,0.794526821,0.021370822,0.039748354
g__Colletotrichum,g__Lachnoclostridium,Basal Diet_Day10,0.101709526,0.794576966,0.02589076,0.020317198
g__Zymoseptoria,g__Faecalibacterium,BMD_Day1,0.109108945,0.797038574,0.005899281,0.01879567
g__Zymoseptoria,g__Bifidobacterium,BMD_Day1,0.109108945,0.797038574,0.005899281,0.006137143
g__Zymoseptoria,g__Blautia,BMD_Day1,0.109108945,0.797038574,0.005899281,0.005311716
g__Zymoseptoria,g__Subdoligranulum,BMD_Day1,0.109108945,0.797038574,0.005899281,0.006441469
g__Zymoseptoria,g__Ligilactobacillus,BMD_Day1,0.109108945,0.797038574,0.005899281,0.004161424
g__Zymoseptoria,g__Lachnoclostridium,BMD_Day1,0.109108945,0.797038574,0.005899281,0.005626171
g__Zymoseptoria,g__Massilistercora,BMD_Day1,0.109108945,0.797038574,0.005899281,0.003995301
g__Zymoseptoria,g__Flavonifractor,BMD_Day1,0.109108945,0.797038574,0.005899281,0.002637976
g__Pyricularia,g__Clostridium,Essential oils_Day1,0.109108945,0.797038574,0.007703141,0.002112645
g__Eremothecium,g__Streptococcus,BMD_Day10,-0.109108945,0.797038574,0.005095599,0.002028972
g__Ustilago,g__Faecalibacterium,Essential oils_Day21,-0.109108945,0.797038574,0.01109871,0.128729913
g__Ustilago,g__Subdoligranulum,Essential oils_Day21,-0.109108945,0.797038574,0.01109871,0.050284017
g__Eremothecium,g__Enterococcus,Essential oils_Day21,0.109108945,0.797038574,0.015520235,0.030981701
g__Candida,g__Blautia,Probiotic_Day21,-0.109108945,0.797038574,0.009033583,0.032702945
g__Candida,g__Lachnoclostridium,Probiotic_Day21,-0.109108945,0.797038574,0.009033583,0.036599797
g__Ascochyta,g__Clostridium,Basal Diet_Day21,0.109108945,0.797038574,0.139673913,0.026814159
g__Trichoderma,g__Lactobacillus,Basal Diet_Day21,0.109108945,0.797038574,0.011973015,0.176589499
g__Cutaneotrichosporon,g__Lachnoclostridium,Basal Diet_Day21,-0.109108945,0.797038574,0.021077243,0.033051254
g__Cutaneotrichosporon,g__Massilistercora,Basal Diet_Day21,-0.109108945,0.797038574,0.021077243,0.019725862
g__Candida,g__Faecalibacterium,Essential oils_Day1,0.107786364,0.799460427,0.405032299,0.01427081
g__Talaromyces,g__Blautia,BMD_Day10,0.107786364,0.799460427,0.0525028,0.011619924
g__Cutaneotrichosporon,g__Lactobacillus,Essential oils_Day10,0.107786364,0.799460427,0.06025158,0.219766689
g__Ascochyta,g__Ligilactobacillus,Probiotic_Day10,-0.107786364,0.799460427,0.022394557,0.023408668
g__Zymoseptoria,g__Ligilactobacillus,Probiotic_Day10,0.107786364,0.799460427,0.037737105,0.023408668
g__Trichoderma,g__Bifidobacterium,BMD_Day21,-0.107786364,0.799460427,0.028916601,0.017263931
g__Trichoderma,g__Massilistercora,BMD_Day21,-0.107786364,0.799460427,0.028916601,0.019550457
g__Fusarium,g__Blautia,Probiotic_Day21,-0.107786364,0.799460427,0.160417013,0.032702945
g__Eremothecium,g__Shigella,Probiotic_Day21,0.107786364,0.799460427,0.050449409,0.001477128
g__Malassezia,g__Ligilactobacillus,Basal Diet_Day21,-0.107786364,0.799460427,0.085443311,0.041059225
g__Colletotrichum,g__Faecalibacterium,Basal Diet_Day21,-0.107786364,0.799460427,0.045328512,0.101148384
g__Aspergillus,g__Lactobacillus,Basal Diet_Day1,0.1,0.809981261,0.082065025,0.018710567
g__Aspergillus,g__Shigella,Basal Diet_Day10,-0.1,0.809981261,0.112539511,0.001375658
g__Malassezia,g__Subdoligranulum,Basal Diet_Day10,0.1,0.809981261,0.09668637,0.014043194
g__Colletotrichum,g__Ligilactobacillus,BMD_Day1,0.101469258,0.811047018,0.016944665,0.004161424
g__Ustilago,g__Lactobacillus,BMD_Day10,-0.101469258,0.811047018,0.022956064,0.209827214
g__Ustilago,g__Bifidobacterium,BMD_Day10,0.101469258,0.811047018,0.022956064,0.003773746
g__Eremothecium,g__Escherichia,Probiotic_Day10,-0.101469258,0.811047018,0.013568321,0.042087477
g__Eremothecium,g__Shigella,Probiotic_Day10,0.101469258,0.811047018,0.013568321,0.000833675
g__Candida,g__Limosilactobacillus,BMD_Day21,0.101469258,0.811047018,0.005560111,0.051205899
g__Ascochyta,g__Flavonifractor,BMD_Day21,0.101469258,0.811047018,0.027423751,0.019505229
g__Candida,g__Faecalibacterium,Essential oils_Day21,-0.101469258,0.811047018,0.008178216,0.128729913
g__Colletotrichum,g__Enterococcus,Essential oils_Day21,0.101469258,0.811047018,0.035162325,0.030981701
g__Colletotrichum,g__Faecalibacterium,Essential oils_Day21,-0.101469258,0.811047018,0.035162325,0.128729913
g__Cutaneotrichosporon,g__Faecalibacterium,Essential oils_Day21,-0.101469258,0.811047018,0.011898533,0.128729913
g__Saccharomyces,g__Limosilactobacillus,Essential oils_Day21,0.101469258,0.811047018,0.034121991,0.021916324
g__Saccharomyces,g__Massilistercora,Essential oils_Day21,-0.101469258,0.811047018,0.034121991,0.024458131
g__Saccharomyces,g__Faecalibacterium,Probiotic_Day21,0.101469258,0.811047018,0.024558965,0.109035206
g__Tetrapisispora,g__Shigella,Probiotic_Day21,0.101469258,0.811047018,0.003548715,0.001477128
g__Tetrapisispora,g__Escherichia,Basal Diet_Day1,-0.091287093,0.815318071,0.010906163,0.731920299
g__Tetrapisispora,g__Lactobacillus,Basal Diet_Day1,0.091287093,0.815318071,0.010906163,0.018710567
g__Tetrapisispora,g__Faecalibacterium,Basal Diet_Day1,0.091287093,0.815318071,0.010906163,0.001490754
g__Tetrapisispora,g__Bifidobacterium,Basal Diet_Day1,0.091287093,0.815318071,0.010906163,0.000707398
g__Tetrapisispora,g__Blautia,Basal Diet_Day1,0.091287093,0.815318071,0.010906163,0.002397954
g__Tetrapisispora,g__Subdoligranulum,Basal Diet_Day1,0.091287093,0.815318071,0.010906163,0.001212361
g__Tetrapisispora,g__Lachnoclostridium,Basal Diet_Day1,0.091287093,0.815318071,0.010906163,0.002025467
g__Tetrapisispora,g__Massilistercora,Basal Diet_Day1,0.091287093,0.815318071,0.010906163,0.001057774
g__Tetrapisispora,g__Flavonifractor,Basal Diet_Day1,0.091287093,0.815318071,0.010906163,0.001312396
g__Zymoseptoria,g__Subdoligranulum,Basal Diet_Day10,0.091287093,0.815318071,0.005723635,0.014043194
g__Zymoseptoria,g__Flavonifractor,Basal Diet_Day10,0.091287093,0.815318071,0.005723635,0.009043991
g__Talaromyces,g__Massilistercora,Essential oils_Day1,0.097590007,0.818177203,0.014405602,0.00170385
g__Candida,g__Massilistercora,BMD_Day10,-0.097590007,0.818177203,0.036677394,0.005937909
g__Cutaneotrichosporon,g__Lactobacillus,BMD_Day10,-0.097590007,0.818177203,0.035653141,0.209827214
g__Cutaneotrichosporon,g__Faecalibacterium,BMD_Day10,0.097590007,0.818177203,0.035653141,0.014226805
g__Cutaneotrichosporon,g__Shigella,BMD_Day10,-0.097590007,0.818177203,0.035653141,0.002878161
g__Ascochyta,g__Streptococcus,Essential oils_Day10,-0.097590007,0.818177203,0.022617617,0.011863543
g__Eremothecium,g__Lachnoclostridium,Essential oils_Day10,0.097590007,0.818177203,0.014589437,0.0231741
g__Trichoderma,g__Bifidobacterium,Essential oils_Day21,0.097590007,0.818177203,0.023996994,0.050443819
g__Cutaneotrichosporon,g__Lachnoclostridium,Probiotic_Day21,-0.097590007,0.818177203,0.013133416,0.036599797
g__Zymoseptoria,g__Escherichia,Basal Diet_Day21,0.097590007,0.818177203,0.039425984,0.09477239
g__Zymoseptoria,g__Bifidobacterium,Basal Diet_Day21,0.097590007,0.818177203,0.039425984,0.099939287
g__Trichoderma,g__Shigella,BMD_Day10,-0.096392539,0.820380411,0.048246467,0.002878161
g__Malassezia,g__Blautia,BMD_Day10,0.095810101,0.821452403,0.058829503,0.011619924
g__Talaromyces,g__Flavonifractor,BMD_Day10,0.095810101,0.821452403,0.0525028,0.004619363
g__Malassezia,g__Shigella,Probiotic_Day10,0.095810101,0.821452403,0.028986607,0.000833675
g__Cutaneotrichosporon,g__Streptococcus,BMD_Day21,0.095810101,0.821452403,0.012709718,0.002749794
g__Cutaneotrichosporon,g__Flavonifractor,BMD_Day21,0.095810101,0.821452403,0.012709718,0.019505229
g__Ascochyta,g__Lactobacillus,BMD_Day1,0.093521953,0.825666126,0.007913961,0.016386405
g__Ascochyta,g__Limosilactobacillus,BMD_Day1,0.093521953,0.825666126,0.007913961,0.002234855
g__Ascochyta,g__Ligilactobacillus,BMD_Day1,0.093521953,0.825666126,0.007913961,0.004161424
g__Saccharomyces,g__Lactobacillus,BMD_Day10,-0.093521953,0.825666126,0.003648657,0.209827214
g__Eremothecium,g__Bifidobacterium,BMD_Day10,0.093521953,0.825666126,0.005095599,0.003773746
g__Ustilago,g__Faecalibacterium,Basal Diet_Day21,-0.093521953,0.825666126,0.0072596,0.101148384
g__Ustilago,g__Shigella,Basal Diet_Day21,-0.093521953,0.825666126,0.0072596,0.004074746
g__Ascochyta,g__Massilistercora,Basal Diet_Day10,-0.084757938,0.828362897,0.0141494,0.012800621
g__Tetrapisispora,g__Limosilactobacillus,Basal Diet_Day10,-0.084757938,0.828362897,0.03687436,0.051638744
g__Talaromyces,g__Streptococcus,BMD_Day1,-0.088785601,0.834399788,0.015413961,0.008232814
g__Colletotrichum,g__Streptococcus,Essential oils_Day21,-0.088785601,0.834399788,0.035162325,0.003419782
g__Ascochyta,g__Lachnoclostridium,Essential oils_Day21,-0.088785601,0.834399788,0.015033038,0.044370246
g__Saccharomyces,g__Flavonifractor,Essential oils_Day21,-0.088785601,0.834399788,0.034121991,0.018628755
g__Ascochyta,g__Escherichia,Probiotic_Day21,0.088785601,0.834399788,0.047390301,0.052272598
g__Ustilago,g__Bifidobacterium,Probiotic_Day21,0.088785601,0.834399788,0.014408084,0.096034229
g__Aspergillus,g__Bifidobacterium,BMD_Day10,-0.095238095,0.840128968,0.126074891,0.003773746
g__Aspergillus,g__Clostridium,BMD_Day10,0.095238095,0.840128968,0.126074891,0.010880368
g__Candida,g__Limosilactobacillus,Essential oils_Day10,-0.095238095,0.840128968,0.081265684,0.057306863
g__Fusarium,g__Shigella,Essential oils_Day10,-0.095238095,0.840128968,0.121044235,0.001494821
g__Talaromyces,g__Escherichia,Essential oils_Day10,-0.095238095,0.840128968,0.080206114,0.073523087
g__Talaromyces,g__Shigella,Essential oils_Day10,0.095238095,0.840128968,0.080206114,0.001494821
g__Colletotrichum,g__Streptococcus,Essential oils_Day10,-0.095238095,0.840128968,0.054673159,0.011863543
g__Zymoseptoria,g__Escherichia,Essential oils_Day10,0.095238095,0.840128968,0.024340128,0.073523087
g__Zymoseptoria,g__Limosilactobacillus,Essential oils_Day10,-0.095238095,0.840128968,0.024340128,0.057306863
g__Tetrapisispora,g__Escherichia,Essential oils_Day10,0.095238095,0.840128968,0.027668009,0.073523087
g__Tetrapisispora,g__Streptococcus,Essential oils_Day10,-0.095238095,0.840128968,0.027668009,0.011863543
g__Ustilago,g__Blautia,Essential oils_Day10,0.095238095,0.840128968,0.036762777,0.030232111
g__Fusarium,g__Blautia,Probiotic_Day10,0.095238095,0.840128968,0.068339529,0.027692116
g__Fusarium,g__Massilistercora,Probiotic_Day10,0.095238095,0.840128968,0.068339529,0.013948416
g__Fusarium,g__Flavonifractor,Probiotic_Day10,-0.095238095,0.840128968,0.068339529,0.013307708
g__Aspergillus,g__Enterococcus,Probiotic_Day10,-0.095238095,0.840128968,0.121933256,0.348663451
g__Pyricularia,g__Subdoligranulum,Probiotic_Day10,-0.095238095,0.840128968,0.054956308,0.021243091
g__Trichoderma,g__Ligilactobacillus,Probiotic_Day10,-0.095238095,0.840128968,0.03127053,0.023408668
g__Cutaneotrichosporon,g__Lactobacillus,Probiotic_Day10,0.095238095,0.840128968,0.053114357,0.202372771
g__Tetrapisispora,g__Blautia,Probiotic_Day10,-0.095238095,0.840128968,0.036292656,0.027692116
g__Tetrapisispora,g__Ligilactobacillus,Probiotic_Day10,0.095238095,0.840128968,0.036292656,0.023408668
g__Tetrapisispora,g__Massilistercora,Probiotic_Day10,-0.095238095,0.840128968,0.036292656,0.013948416
g__Fusarium,g__Enterococcus,BMD_Day21,-0.095238095,0.840128968,0.15184477,0.024425987
g__Aspergillus,g__Escherichia,BMD_Day21,0.095238095,0.840128968,0.044779188,0.034579915
g__Aspergillus,g__Lactobacillus,BMD_Day21,-0.095238095,0.840128968,0.044779188,0.23762362
g__Talaromyces,g__Escherichia,BMD_Day21,-0.095238095,0.840128968,0.160276813,0.034579915
g__Talaromyces,g__Clostridium,BMD_Day21,-0.095238095,0.840128968,0.160276813,0.020958115
g__Talaromyces,g__Massilistercora,BMD_Day21,0.095238095,0.840128968,0.160276813,0.019550457
g__Colletotrichum,g__Limosilactobacillus,BMD_Day21,0.095238095,0.840128968,0.044800743,0.051205899
g__Aspergillus,g__Blautia,Essential oils_Day21,-0.095238095,0.840128968,0.148266071,0.047604416
g__Aspergillus,g__Limosilactobacillus,Probiotic_Day21,0.095238095,0.840128968,0.069817459,0.024243884
g__Aspergillus,g__Lachnoclostridium,Probiotic_Day21,-0.095238095,0.840128968,0.069817459,0.036599797
g__Pyricularia,g__Shigella,Probiotic_Day21,-0.095238095,0.840128968,0.087731831,0.001477128
g__Colletotrichum,g__Bifidobacterium,Probiotic_Day21,-0.095238095,0.840128968,0.04875637,0.096034229
g__Colletotrichum,g__Subdoligranulum,Probiotic_Day21,-0.095238095,0.840128968,0.04875637,0.042284567
g__Zymoseptoria,g__Shigella,Probiotic_Day21,0.095238095,0.840128968,0.040424968,0.001477128
g__Pyricularia,g__Massilistercora,Basal Diet_Day21,0.095238095,0.840128968,0.06524333,0.019725862
g__Malassezia,g__Subdoligranulum,Basal Diet_Day1,0.083333333,0.843182319,0.101167215,0.001212361
g__Malassezia,g__Flavonifractor,Basal Diet_Day1,0.083333333,0.843182319,0.101167215,0.001312396
g__Fusarium,g__Clostridium,Basal Diet_Day10,0.083333333,0.843182319,0.070979256,0.016145402
g__Aspergillus,g__Lactobacillus,Basal Diet_Day10,-0.083333333,0.843182319,0.112539511,0.209988822
g__Talaromyces,g__Clostridium,Basal Diet_Day10,0.083333333,0.843182319,0.071143344,0.016145402
g__Candida,g__Ligilactobacillus,Essential oils_Day1,0.083833838,0.843546492,0.405032299,0.003339332
g__Colletotrichum,g__Blautia,BMD_Day10,0.083833838,0.843546492,0.05592803,0.011619924
